session_id,user_id,timestamp,page,device,browser,location,session_duration,event_type,referral_source,cart_abandoned,num_clicks,num_add_to_cart,num_checkout,predicted_abandoned,actual_vs_pred
s1347,u65,2025-04-25 10:19:28,Payment,Tablet,Safari,UK,73,checkout,Email,0,,,1.0,0,True
s1349,u76,2025-04-25 10:27:21,Product,Mobile,Firefox,India,107,click,Paid,0,2.0,,,0,True
s135,u248,2025-04-25 10:03:56,Payment,Tablet,Chrome,India,128,checkout,Organic,0,,,1.0,0,True
s1350,u221,2025-04-25 10:48:22,Payment,Mobile,Firefox,India,232,checkout,Organic,0,,,1.0,0,True
s1351,u250,2025-04-25 10:02:08,Home,Tablet,Safari,Germany,63,click,Email,0,1.0,,,0,True
s1353,u157,2025-04-25 10:04:16,Cart,Desktop,Safari,UK,296,add_to_cart,Paid,1,,1.0,,1,True
s1354,u118,2025-04-25 10:56:36,Cart,Tablet,Chrome,Germany,232,add_to_cart,Social Media,1,,1.0,,1,True
s1355,u207,2025-04-25 10:01:26,Cart,Mobile,Firefox,UK,113,add_to_cart,Social Media,1,,1.0,,1,True
s1357,u484,2025-04-25 10:54:40,Home,Mobile,Chrome,UK,124,add_to_cart,Organic,1,,1.0,,1,True
s1358,u437,2025-04-25 11:30:07,Cart,Desktop,Chrome,UK,282,checkout,Social Media,0,,,1.0,0,True
s136,u288,2025-04-25 10:11:35,Product,Tablet,Chrome,UK,131,add_to_cart,Email,1,,1.0,,1,True
s1360,u244,2025-04-25 11:05:18,Payment,Desktop,Chrome,USA,159,checkout,Organic,0,,,1.0,0,True
s1361,u17,2025-04-25 10:54:24,Home,Mobile,Safari,India,129,checkout,Organic,0,,,1.0,0,True
s1363,u205,2025-04-25 10:18:10,Product,Desktop,Chrome,USA,205,click,Email,1,1.0,,,1,True
s1364,u137,2025-04-25 10:14:11,Payment,Tablet,Safari,Germany,215,checkout,Social Media,0,,,1.0,0,True
s1365,u293,2025-04-25 10:11:56,Home,Desktop,Firefox,UK,85,click,Organic,0,1.0,,,0,True
s1366,u53,2025-04-25 10:48:17,Payment,Tablet,Safari,USA,296,click,Paid,0,1.0,,,0,True
s1367,u248,2025-04-25 10:17:37,Product,Desktop,Chrome,Germany,85,add_to_cart,Social Media,1,,1.0,,1,True
s1368,u61,2025-04-25 11:03:32,Cart,Desktop,Firefox,UK,236,click,Email,1,1.0,,,0,False
s1369,u303,2025-04-25 11:10:59,Cart,Desktop,Firefox,Germany,155,checkout,Paid,0,,,1.0,0,True
s1372,u367,2025-04-25 10:42:53,Product,Mobile,Firefox,USA,231,checkout,Email,0,,,1.0,0,True
s1373,u473,2025-04-25 10:05:53,Home,Tablet,Firefox,UK,113,add_to_cart,Email,1,,1.0,,1,True
s1374,u180,2025-04-25 10:03:59,Home,Desktop,Safari,UK,208,add_to_cart,Email,1,,1.0,,1,True
s1376,u333,2025-04-25 10:50:59,Payment,Tablet,Firefox,India,123,click,Organic,0,1.0,,,0,True
s1377,u54,2025-04-25 10:54:07,Payment,Tablet,Safari,India,90,click,Social Media,0,1.0,,,0,True
s138,u3,2025-04-25 10:42:34,Product,Desktop,Safari,India,197,add_to_cart,Email,1,,1.0,,1,True
s1380,u310,2025-04-25 11:22:19,Home,Desktop,Chrome,USA,182,click,Email,0,1.0,,,0,True
s1381,u42,2025-04-25 10:37:09,Payment,Tablet,Firefox,Germany,215,add_to_cart,Social Media,0,,1.0,,0,True
s1383,u284,2025-04-25 10:24:15,Home,Tablet,Safari,Germany,66,click,Paid,0,1.0,,,0,True
s1387,u154,2025-04-25 10:35:31,Product,Desktop,Firefox,Germany,202,checkout,Paid,0,,,1.0,0,True
s1388,u384,2025-04-25 10:23:45,Cart,Mobile,Safari,India,137,add_to_cart,Paid,1,,1.0,,1,True
s1389,u14,2025-04-25 10:24:27,Payment,Tablet,Safari,UK,99,add_to_cart,Organic,0,,2.0,,0,True
s139,u172,2025-04-25 10:02:24,Payment,Mobile,Safari,USA,188,checkout,Organic,0,,,1.0,0,True
s1390,u206,2025-04-25 10:40:59,Home,Desktop,Safari,India,167,add_to_cart,Email,1,,1.0,,1,True
s1391,u307,2025-04-25 10:07:08,Cart,Desktop,Firefox,India,202,checkout,Social Media,0,,,1.0,0,True
s1396,u26,2025-04-25 11:28:14,Product,Desktop,Chrome,India,73,click,Email,0,1.0,,,0,True
s1397,u347,2025-04-25 10:55:28,Payment,Mobile,Chrome,Germany,126,checkout,Organic,0,,,1.0,0,True
s14,u154,2025-04-25 10:30:17,Product,Mobile,Chrome,UK,295,checkout,Paid,0,,,1.0,0,True
s140,u363,2025-04-25 10:20:37,Home,Desktop,Safari,Germany,155,click,Social Media,0,1.0,,,0,True
s1401,u317,2025-04-25 10:58:34,Home,Tablet,Chrome,UK,147,checkout,Email,0,,,1.0,0,True
s1402,u47,2025-04-25 10:50:33,Home,Tablet,Safari,Germany,201,checkout,Paid,0,,,1.0,0,True
s1403,u167,2025-04-25 11:55:04,Home,Desktop,Chrome,UK,162,add_to_cart,Organic,1,,1.0,,1,True
s1404,u192,2025-04-25 10:21:17,Home,Desktop,Safari,India,122,checkout,Paid,0,,,1.0,0,True
s1405,u171,2025-04-25 10:46:36,Payment,Tablet,Safari,India,273,click,Paid,0,1.0,,,0,True
s1406,u233,2025-04-25 10:01:34,Payment,Tablet,Safari,Germany,168,click,Email,0,1.0,,,0,True
s1407,u177,2025-04-25 11:31:48,Product,Tablet,Safari,USA,188,checkout,Email,0,,,1.0,0,True
s1408,u14,2025-04-25 10:49:03,Home,Tablet,Firefox,USA,188,checkout,Social Media,0,,,1.0,0,True
s1410,u306,2025-04-25 10:21:09,Cart,Desktop,Chrome,USA,187,click,Email,0,1.0,,,0,True
s1411,u31,2025-04-25 10:21:34,Payment,Mobile,Firefox,Germany,112,add_to_cart,Paid,1,,1.0,,1,True
s1413,u60,2025-04-25 10:56:54,Payment,Mobile,Chrome,UK,181,checkout,Paid,0,,,1.0,0,True
s1414,u265,2025-04-25 10:19:25,Payment,Tablet,Firefox,India,244,checkout,Organic,0,,,1.0,0,True
s1415,u244,2025-04-25 11:28:11,Payment,Mobile,Chrome,India,135,click,Social Media,0,2.0,,,0,True
s1417,u125,2025-04-25 10:41:48,Cart,Mobile,Safari,UK,168,checkout,Email,0,,,1.0,0,True
s142,u258,2025-04-25 10:24:44,Payment,Mobile,Safari,Germany,265,checkout,Organic,0,,,1.0,0,True
s1420,u124,2025-04-25 11:00:45,Payment,Mobile,Chrome,UK,203,checkout,Organic,0,,,1.0,0,True
s1421,u300,2025-04-25 10:20:48,Cart,Mobile,Firefox,USA,61,add_to_cart,Paid,1,,2.0,,1,True
s1423,u109,2025-04-25 11:02:10,Payment,Desktop,Safari,USA,203,add_to_cart,Organic,1,,1.0,,1,True
s1424,u358,2025-04-25 11:31:14,Home,Mobile,Safari,India,125,click,Organic,0,1.0,,,0,True
s1425,u310,2025-04-25 11:36:05,Product,Mobile,Chrome,UK,258,add_to_cart,Social Media,1,,1.0,,1,True
s1426,u108,2025-04-25 11:23:33,Home,Desktop,Safari,India,183,checkout,Email,0,,,1.0,0,True
s1427,u214,2025-04-25 10:55:44,Product,Mobile,Firefox,USA,253,checkout,Social Media,0,,,1.0,0,True
s1428,u193,2025-04-25 10:45:49,Cart,Tablet,Firefox,Germany,241,add_to_cart,Paid,1,,1.0,,1,True
s1429,u278,2025-04-25 11:09:03,Cart,Mobile,Safari,Germany,167,checkout,Email,0,,,1.0,0,True
s143,u467,2025-04-25 10:52:41,Cart,Desktop,Chrome,UK,228,checkout,Organic,0,,,1.0,0,True
s1430,u217,2025-04-25 10:46:27,Cart,Desktop,Chrome,UK,86,click,Social Media,0,1.0,,,0,True
s1435,u157,2025-04-25 10:35:55,Payment,Mobile,Firefox,India,129,checkout,Social Media,0,,,1.0,0,True
s1436,u459,2025-04-25 10:50:51,Payment,Tablet,Chrome,India,189,click,Social Media,0,1.0,,,0,True
s1437,u6,2025-04-25 10:22:22,Payment,Mobile,Safari,UK,102,add_to_cart,Paid,0,,1.0,,1,False
s1440,u45,2025-04-25 10:32:06,Cart,Desktop,Chrome,India,152,checkout,Social Media,0,,,1.0,0,True
s1443,u16,2025-04-25 10:58:53,Product,Tablet,Firefox,USA,73,click,Email,0,1.0,,,0,True
s1445,u487,2025-04-25 11:24:54,Payment,Mobile,Chrome,USA,293,click,Paid,0,1.0,,,0,True
s1446,u71,2025-04-25 11:10:49,Product,Tablet,Firefox,Germany,194,add_to_cart,Email,1,,1.0,,1,True
s1447,u125,2025-04-25 11:44:10,Home,Mobile,Chrome,UK,255,click,Social Media,0,1.0,,,0,True
s1448,u225,2025-04-25 11:16:19,Cart,Tablet,Safari,Germany,108,checkout,Paid,0,,,1.0,0,True
s1449,u399,2025-04-25 10:34:00,Payment,Tablet,Firefox,USA,172,add_to_cart,Social Media,1,,2.0,,1,True
s145,u327,2025-04-25 10:15:37,Home,Desktop,Firefox,India,106,checkout,Email,0,,,1.0,0,True
s1453,u470,2025-04-25 10:18:38,Cart,Tablet,Safari,Germany,184,add_to_cart,Organic,0,,1.0,,1,False
s1455,u92,2025-04-25 10:05:17,Payment,Tablet,Firefox,Germany,221,checkout,Paid,0,,,3.0,0,True
s1457,u74,2025-04-25 11:54:40,Payment,Tablet,Firefox,Germany,237,add_to_cart,Organic,1,,1.0,,1,True
s1458,u494,2025-04-25 11:21:34,Home,Desktop,Safari,Germany,172,click,Paid,1,2.0,,,1,True
s1459,u387,2025-04-25 10:48:55,Home,Desktop,Safari,India,195,add_to_cart,Paid,1,,1.0,,1,True
s1460,u228,2025-04-25 11:00:25,Product,Tablet,Firefox,Germany,65,checkout,Email,0,,,2.0,0,True
s1462,u147,2025-04-25 10:32:00,Cart,Mobile,Firefox,India,95,click,Paid,0,1.0,,,0,True
s1463,u194,2025-04-25 11:10:57,Product,Desktop,Firefox,USA,270,add_to_cart,Social Media,1,,1.0,,1,True
s1464,u191,2025-04-25 11:16:57,Product,Mobile,Chrome,UK,261,add_to_cart,Social Media,1,,1.0,,1,True
s1466,u200,2025-04-25 11:06:33,Home,Tablet,Safari,Germany,228,checkout,Social Media,0,,,1.0,0,True
s1468,u337,2025-04-25 10:49:36,Payment,Desktop,Chrome,USA,60,add_to_cart,Email,1,,1.0,,1,True
s1469,u169,2025-04-25 10:29:11,Payment,Tablet,Firefox,USA,203,click,Social Media,0,2.0,,,0,True
s147,u329,2025-04-25 10:58:13,Cart,Desktop,Chrome,UK,215,add_to_cart,Email,1,,1.0,,1,True
s1470,u433,2025-04-25 11:18:56,Home,Tablet,Firefox,UK,77,checkout,Social Media,0,,,1.0,0,True
s1472,u376,2025-04-25 10:16:52,Home,Desktop,Safari,Germany,222,add_to_cart,Organic,0,,1.0,,0,True
s1475,u304,2025-04-25 10:32:33,Payment,Mobile,Chrome,UK,187,checkout,Social Media,0,,,1.0,0,True
s1476,u1,2025-04-25 10:06:34,Payment,Mobile,Safari,Germany,102,add_to_cart,Social Media,1,,1.0,,1,True
s1478,u27,2025-04-25 11:19:40,Payment,Desktop,Safari,Germany,97,checkout,Paid,0,,,1.0,0,True
s1479,u87,2025-04-25 10:50:02,Payment,Tablet,Firefox,USA,293,click,Social Media,0,1.0,,,0,True
s148,u271,2025-04-25 11:39:13,Cart,Mobile,Safari,USA,239,checkout,Social Media,0,,,1.0,0,True
s1480,u74,2025-04-25 10:55:58,Product,Desktop,Firefox,UK,146,checkout,Social Media,0,,,2.0,0,True
s1482,u371,2025-04-25 10:13:49,Cart,Tablet,Chrome,Germany,135,add_to_cart,Social Media,0,,1.0,,1,False
s1483,u478,2025-04-25 10:43:55,Cart,Desktop,Chrome,India,235,click,Organic,0,1.0,,,0,True
s1485,u285,2025-04-25 10:38:09,Payment,Desktop,Safari,UK,286,checkout,Email,0,,,1.0,0,True
s1486,u428,2025-04-25 10:18:57,Home,Tablet,Chrome,UK,239,click,Email,0,1.0,,,0,True
s1487,u327,2025-04-25 10:22:50,Product,Tablet,Safari,UK,73,checkout,Email,0,,,1.0,0,True
s1488,u99,2025-04-25 11:04:04,Cart,Mobile,Chrome,USA,210,checkout,Email,0,,,1.0,0,True
s1489,u402,2025-04-25 11:16:57,Cart,Desktop,Safari,Germany,208,click,Organic,0,1.0,,,0,True
s1490,u39,2025-04-25 10:02:32,Home,Tablet,Safari,Germany,256,checkout,Paid,0,,,1.0,0,True
s1491,u355,2025-04-25 10:17:16,Cart,Mobile,Firefox,USA,83,add_to_cart,Email,1,,1.0,,1,True
s1492,u218,2025-04-25 10:29:11,Product,Mobile,Firefox,USA,298,checkout,Organic,0,,,1.0,0,True
s1493,u214,2025-04-25 11:22:35,Home,Desktop,Firefox,USA,293,add_to_cart,Social Media,1,,1.0,,1,True
s1495,u45,2025-04-25 10:25:20,Cart,Tablet,Safari,India,256,click,Organic,0,1.0,,,0,True
s1497,u495,2025-04-25 10:38:11,Product,Mobile,Chrome,India,244,checkout,Social Media,0,,,1.0,0,True
s1499,u19,2025-04-25 11:12:32,Payment,Desktop,Chrome,India,196,click,Paid,0,1.0,,,0,True
s1501,u446,2025-04-25 10:13:33,Product,Tablet,Firefox,UK,269,click,Organic,0,2.0,,,0,True
s1503,u95,2025-04-25 10:02:33,Cart,Tablet,Chrome,UK,244,click,Social Media,0,1.0,,,0,True
s1504,u198,2025-04-25 10:40:07,Product,Tablet,Chrome,India,92,add_to_cart,Organic,0,,1.0,,0,True
s1506,u334,2025-04-25 10:01:14,Cart,Tablet,Safari,India,233,click,Social Media,0,1.0,,,0,True
s1507,u71,2025-04-25 11:56:44,Home,Tablet,Chrome,Germany,260,checkout,Paid,0,,,1.0,0,True
s1508,u375,2025-04-25 11:06:00,Cart,Desktop,Chrome,Germany,119,click,Email,0,1.0,,,1,False
s151,u461,2025-04-25 10:11:01,Cart,Tablet,Chrome,India,92,add_to_cart,Email,1,,1.0,,1,True
s1510,u47,2025-04-25 10:39:18,Payment,Mobile,Safari,UK,160,checkout,Paid,0,,,1.0,0,True
s1511,u481,2025-04-25 11:42:42,Product,Tablet,Chrome,UK,150,add_to_cart,Social Media,1,,1.0,,1,True
s1512,u385,2025-04-25 10:52:38,Payment,Desktop,Chrome,UK,157,checkout,Paid,0,,,1.0,0,True
s1513,u472,2025-04-25 10:48:27,Payment,Mobile,Safari,Germany,249,add_to_cart,Email,1,,1.0,,1,True
s1514,u157,2025-04-25 11:56:24,Product,Desktop,Firefox,India,102,click,Email,0,1.0,,,0,True
s1515,u319,2025-04-25 10:33:07,Payment,Mobile,Safari,Germany,257,click,Paid,0,1.0,,,0,True
s1517,u300,2025-04-25 11:32:04,Home,Tablet,Chrome,USA,203,checkout,Social Media,0,,,1.0,0,True
s1519,u58,2025-04-25 11:22:26,Product,Tablet,Safari,USA,228,add_to_cart,Email,1,,1.0,,1,True
s152,u230,2025-04-25 11:21:38,Payment,Tablet,Firefox,Germany,199,click,Email,0,1.0,,,0,True
s1521,u376,2025-04-25 10:17:49,Payment,Tablet,Safari,UK,107,click,Paid,0,1.0,,,1,False
s1522,u399,2025-04-25 11:20:24,Cart,Desktop,Safari,UK,113,checkout,Social Media,0,,,1.0,0,True
s1523,u78,2025-04-25 10:29:04,Cart,Desktop,Firefox,UK,209,add_to_cart,Social Media,0,,1.0,,0,True
s1525,u81,2025-04-25 10:02:30,Cart,Tablet,Firefox,UK,220,add_to_cart,Paid,0,,1.0,,0,True
s1527,u335,2025-04-25 10:02:25,Home,Mobile,Firefox,India,202,checkout,Organic,0,,,1.0,0,True
s1528,u112,2025-04-25 11:18:57,Home,Desktop,Firefox,UK,239,click,Organic,0,1.0,,,0,True
s1529,u254,2025-04-25 10:52:09,Product,Mobile,Chrome,USA,270,add_to_cart,Paid,1,,2.0,,1,True
s1530,u221,2025-04-25 10:23:59,Product,Mobile,Safari,USA,188,checkout,Email,0,,,1.0,0,True
s1531,u387,2025-04-25 11:40:46,Product,Mobile,Chrome,Germany,240,add_to_cart,Paid,1,,1.0,,1,True
s1532,u161,2025-04-25 10:07:48,Home,Tablet,Firefox,USA,74,checkout,Organic,0,,,1.0,0,True
s1534,u465,2025-04-25 10:17:23,Payment,Tablet,Safari,Germany,225,checkout,Paid,0,,,1.0,0,True
s1536,u400,2025-04-25 11:59:15,Cart,Tablet,Chrome,India,145,add_to_cart,Email,1,,1.0,,1,True
s1538,u244,2025-04-25 11:08:37,Home,Desktop,Safari,USA,64,add_to_cart,Paid,1,,1.0,,1,True
s1539,u452,2025-04-25 11:28:04,Cart,Mobile,Safari,Germany,105,add_to_cart,Email,1,,1.0,,1,True
s154,u304,2025-04-25 11:17:31,Home,Mobile,Safari,USA,120,add_to_cart,Email,0,,2.0,,0,True
s1540,u145,2025-04-25 10:54:21,Product,Mobile,Firefox,UK,93,checkout,Organic,0,,,1.0,0,True
s1542,u449,2025-04-25 11:39:20,Home,Desktop,Safari,UK,268,click,Email,1,1.0,,,1,True
s1545,u495,2025-04-25 10:30:48,Payment,Tablet,Firefox,India,262,add_to_cart,Organic,1,,1.0,,1,True
s1547,u74,2025-04-25 10:27:10,Payment,Tablet,Chrome,India,69,click,Email,0,1.0,,,0,True
s1548,u420,2025-04-25 10:15:50,Home,Desktop,Firefox,Germany,181,add_to_cart,Social Media,1,,1.0,,1,True
s1549,u494,2025-04-25 10:39:13,Cart,Mobile,Safari,India,292,click,Paid,0,1.0,,,0,True
s1550,u287,2025-04-25 11:13:29,Product,Mobile,Safari,India,110,click,Organic,0,1.0,,,0,True
s1551,u213,2025-04-25 10:06:20,Home,Mobile,Firefox,USA,187,click,Organic,0,3.0,,,0,True
s1552,u221,2025-04-25 10:05:48,Product,Desktop,Chrome,India,180,click,Email,1,2.0,,,1,True
s1554,u150,2025-04-25 10:30:40,Home,Desktop,Safari,UK,121,checkout,Social Media,0,,,1.0,0,True
s1556,u265,2025-04-25 11:58:24,Cart,Desktop,Safari,USA,76,add_to_cart,Social Media,1,,1.0,,1,True
s1557,u40,2025-04-25 11:30:15,Payment,Mobile,Chrome,UK,229,add_to_cart,Social Media,1,,1.0,,1,True
s1558,u80,2025-04-25 11:51:54,Payment,Desktop,Firefox,Germany,278,click,Email,0,1.0,,,0,True
s1559,u397,2025-04-25 10:23:01,Product,Mobile,Chrome,USA,217,add_to_cart,Social Media,0,,1.0,,0,True
s1560,u231,2025-04-25 11:31:05,Payment,Desktop,Safari,UK,82,checkout,Social Media,0,,,1.0,0,True
s1561,u70,2025-04-25 11:05:39,Product,Mobile,Firefox,USA,203,checkout,Paid,0,,,1.0,0,True
s1563,u40,2025-04-25 11:18:21,Product,Tablet,Firefox,Germany,140,checkout,Email,0,,,3.0,0,True
s1564,u266,2025-04-25 10:35:53,Home,Mobile,Firefox,India,199,click,Organic,0,1.0,,,0,True
s1565,u486,2025-04-25 10:29:57,Payment,Mobile,Chrome,USA,120,checkout,Email,0,,,1.0,0,True
s1567,u366,2025-04-25 11:44:34,Cart,Tablet,Firefox,UK,181,checkout,Social Media,0,,,2.0,0,True
s1570,u144,2025-04-25 10:30:05,Cart,Tablet,Firefox,India,230,click,Social Media,0,1.0,,,0,True
s1571,u300,2025-04-25 10:31:46,Product,Desktop,Chrome,USA,128,checkout,Organic,0,,,1.0,0,True
s1573,u179,2025-04-25 11:22:31,Product,Tablet,Chrome,Germany,269,checkout,Organic,0,,,1.0,0,True
s1574,u154,2025-04-25 10:44:04,Cart,Mobile,Chrome,Germany,275,checkout,Organic,0,,,2.0,0,True
s1575,u329,2025-04-25 10:46:26,Home,Mobile,Firefox,USA,176,click,Email,0,1.0,,,0,True
s1576,u447,2025-04-25 10:13:24,Product,Desktop,Safari,India,177,add_to_cart,Organic,1,,1.0,,1,True
s1579,u204,2025-04-25 11:11:32,Home,Desktop,Firefox,USA,81,checkout,Social Media,0,,,1.0,0,True
s158,u331,2025-04-25 11:57:59,Home,Tablet,Safari,Germany,178,checkout,Organic,0,,,1.0,0,True
s1580,u274,2025-04-25 11:25:04,Home,Tablet,Chrome,India,227,click,Organic,0,1.0,,,0,True
s1583,u405,2025-04-25 11:56:39,Payment,Mobile,Safari,UK,270,click,Email,0,1.0,,,0,True
s1584,u168,2025-04-25 10:38:39,Payment,Tablet,Firefox,India,148,add_to_cart,Organic,1,,2.0,,1,True
s1585,u452,2025-04-25 11:06:02,Payment,Tablet,Firefox,USA,67,add_to_cart,Email,1,,2.0,,1,True
s1586,u57,2025-04-25 11:55:34,Cart,Desktop,Firefox,Germany,210,click,Email,0,1.0,,,0,True
s1588,u279,2025-04-25 11:52:24,Cart,Tablet,Chrome,Germany,199,click,Social Media,0,1.0,,,0,True
s1590,u372,2025-04-25 10:26:25,Cart,Mobile,Chrome,India,107,click,Organic,0,1.0,,,0,True
s1593,u99,2025-04-25 11:48:02,Cart,Tablet,Chrome,UK,277,click,Social Media,0,1.0,,,0,True
s1595,u249,2025-04-25 10:56:15,Cart,Desktop,Chrome,USA,99,checkout,Paid,0,,,1.0,0,True
s1597,u372,2025-04-25 10:36:46,Product,Mobile,Firefox,UK,154,click,Email,0,1.0,,,0,True
s1598,u205,2025-04-25 10:25:39,Home,Mobile,Firefox,USA,235,add_to_cart,Organic,1,,1.0,,1,True
s160,u316,2025-04-25 10:14:38,Home,Desktop,Safari,India,279,click,Email,0,1.0,,,0,True
s1601,u324,2025-04-25 11:18:08,Product,Tablet,Safari,USA,268,click,Social Media,0,1.0,,,0,True
s1604,u496,2025-04-25 10:19:26,Cart,Tablet,Chrome,USA,197,add_to_cart,Social Media,1,,1.0,,1,True
s1605,u119,2025-04-25 10:29:33,Home,Tablet,Chrome,USA,102,add_to_cart,Organic,1,,1.0,,1,True
s1606,u230,2025-04-25 10:15:53,Home,Mobile,Chrome,UK,96,click,Social Media,0,2.0,,,0,True
s1607,u223,2025-04-25 11:17:26,Cart,Tablet,Safari,USA,104,checkout,Organic,0,,,1.0,0,True
s1610,u114,2025-04-25 11:37:14,Payment,Mobile,Firefox,USA,233,checkout,Email,0,,,1.0,0,True
s1611,u202,2025-04-25 10:20:12,Product,Mobile,Chrome,Germany,206,checkout,Organic,0,,,2.0,0,True
s1612,u144,2025-04-25 11:15:46,Cart,Tablet,Firefox,USA,290,click,Email,0,1.0,,,0,True
s1613,u117,2025-04-25 10:18:50,Payment,Mobile,Firefox,Germany,278,checkout,Email,0,,,1.0,0,True
s1614,u351,2025-04-25 10:11:03,Cart,Tablet,Chrome,UK,287,click,Organic,0,1.0,,,0,True
s1616,u2,2025-04-25 11:57:39,Product,Tablet,Chrome,UK,97,add_to_cart,Social Media,1,,1.0,,1,True
s1618,u404,2025-04-25 10:32:29,Cart,Desktop,Chrome,UK,73,click,Social Media,0,2.0,,,0,True
s162,u262,2025-04-25 10:27:44,Product,Tablet,Firefox,Germany,210,checkout,Organic,0,,,1.0,0,True
s1621,u75,2025-04-25 10:18:47,Home,Mobile,Firefox,USA,254,checkout,Social Media,0,,,1.0,0,True
s1624,u388,2025-04-25 10:59:02,Home,Tablet,Firefox,USA,102,click,Social Media,0,2.0,,,0,True
s1626,u99,2025-04-25 11:17:56,Cart,Mobile,Safari,USA,237,click,Email,0,1.0,,,0,True
s1627,u142,2025-04-25 11:19:49,Home,Mobile,Chrome,India,70,checkout,Social Media,0,,,1.0,0,True
s1629,u220,2025-04-25 11:24:40,Home,Mobile,Safari,India,176,checkout,Email,0,,,1.0,0,True
s163,u91,2025-04-25 10:26:59,Cart,Desktop,Safari,USA,239,click,Organic,0,1.0,,,0,True
s1631,u242,2025-04-25 11:49:11,Product,Tablet,Chrome,UK,236,checkout,Organic,0,,,1.0,0,True
s1632,u323,2025-04-25 10:53:32,Cart,Tablet,Firefox,UK,84,click,Organic,0,1.0,,,0,True
s1633,u23,2025-04-25 10:08:15,Product,Mobile,Safari,Germany,191,checkout,Email,0,,,1.0,0,True
s1635,u150,2025-04-25 11:21:30,Product,Desktop,Safari,UK,108,add_to_cart,Social Media,1,,1.0,,1,True
s1636,u263,2025-04-25 11:55:32,Home,Tablet,Firefox,USA,252,click,Social Media,0,1.0,,,0,True
s1637,u434,2025-04-25 10:04:33,Cart,Desktop,Firefox,UK,86,click,Email,0,1.0,,,0,True
s1638,u350,2025-04-25 10:37:27,Home,Desktop,Safari,UK,146,checkout,Social Media,0,,,1.0,0,True
s1639,u162,2025-04-25 10:56:18,Cart,Tablet,Safari,India,239,add_to_cart,Paid,1,,1.0,,1,True
s164,u151,2025-04-25 10:11:42,Payment,Desktop,Firefox,India,147,click,Paid,0,1.0,,,0,True
s1641,u328,2025-04-25 10:08:17,Cart,Tablet,Safari,Germany,270,add_to_cart,Organic,1,,1.0,,1,True
s1643,u343,2025-04-25 11:57:58,Product,Mobile,Chrome,India,157,click,Social Media,1,1.0,,,0,False
s1644,u51,2025-04-25 10:34:51,Payment,Mobile,Safari,USA,247,checkout,Paid,0,,,1.0,0,True
s1646,u111,2025-04-25 10:56:50,Payment,Desktop,Firefox,USA,146,checkout,Email,0,,,1.0,0,True
s1647,u243,2025-04-25 11:10:54,Payment,Desktop,Safari,USA,143,checkout,Email,0,,,1.0,0,True
s1648,u47,2025-04-25 11:52:24,Product,Mobile,Safari,Germany,82,click,Email,0,1.0,,,0,True
s1651,u495,2025-04-25 11:52:39,Payment,Desktop,Safari,India,101,click,Email,0,1.0,,,0,True
s1652,u67,2025-04-25 10:46:31,Product,Mobile,Chrome,India,97,checkout,Paid,0,,,2.0,0,True
s1653,u335,2025-04-25 11:31:06,Payment,Tablet,Safari,USA,249,checkout,Paid,0,,,1.0,0,True
s1654,u479,2025-04-25 10:42:33,Cart,Desktop,Firefox,USA,211,checkout,Paid,0,,,1.0,0,True
s1655,u90,2025-04-25 10:35:40,Product,Mobile,Chrome,India,147,click,Paid,0,1.0,,,0,True
s1656,u359,2025-04-25 10:15:51,Home,Desktop,Chrome,USA,249,checkout,Organic,0,,,1.0,0,True
s1658,u249,2025-04-25 10:17:00,Home,Desktop,Firefox,USA,121,add_to_cart,Paid,0,,1.0,,0,True
s1660,u1,2025-04-25 11:28:46,Home,Tablet,Firefox,Germany,262,click,Organic,0,1.0,,,0,True
s1662,u70,2025-04-25 10:08:36,Payment,Desktop,Firefox,USA,71,click,Organic,0,1.0,,,0,True
s1666,u402,2025-04-25 10:51:35,Payment,Desktop,Safari,UK,280,click,Organic,0,1.0,,,0,True
s167,u271,2025-04-25 11:07:01,Payment,Tablet,Safari,UK,77,add_to_cart,Social Media,1,,1.0,,1,True
s1672,u463,2025-04-25 11:13:23,Home,Tablet,Chrome,UK,286,click,Organic,0,1.0,,,0,True
s1674,u401,2025-04-25 10:24:24,Home,Mobile,Safari,UK,245,click,Paid,0,2.0,,,0,True
s1675,u142,2025-04-25 11:03:35,Payment,Tablet,Chrome,UK,78,click,Email,0,1.0,,,0,True
s1677,u361,2025-04-25 10:27:36,Product,Tablet,Safari,UK,135,add_to_cart,Organic,1,,1.0,,1,True
s1683,u158,2025-04-25 10:02:52,Home,Tablet,Safari,India,236,checkout,Paid,0,,,1.0,0,True
s1684,u228,2025-04-25 10:24:03,Cart,Mobile,Chrome,India,235,checkout,Social Media,0,,,1.0,0,True
s1685,u178,2025-04-25 11:46:55,Payment,Mobile,Safari,India,180,checkout,Paid,0,,,1.0,0,True
s1687,u295,2025-04-25 10:10:04,Product,Mobile,Safari,India,175,add_to_cart,Email,0,,1.0,,0,True
s1688,u84,2025-04-25 10:19:42,Product,Mobile,Safari,Germany,93,checkout,Organic,0,,,1.0,0,True
s1689,u205,2025-04-25 11:22:34,Product,Tablet,Firefox,Germany,177,add_to_cart,Organic,1,,1.0,,1,True
s169,u252,2025-04-25 10:03:15,Payment,Desktop,Firefox,Germany,216,add_to_cart,Email,0,,2.0,,0,True
